pattern,Position,DeterministicFollow,DeterministicPosition,Follow,MarkBefore
(v(rrv)*(v*r)*vrvvvvr|r(rrrvvr)*(vvv)*v|(r|vr*)*|r|r*rrvvrvv(v*rv)*vr(r|(rr)*)v*v|rvrrr*rrv|r|rrr*r|(((vv*rr)*v|r(r|v)(v*vr)*)*vvrr*vrvvvr*vrv(vv*)*v*v*v|v*|v*rrrvrrvr*(rv)*)*)*,100,145,149,77,145
((v|vjj*|jjjjvj|j)*v*|v(j*v)*|v|j(v*|j*v|vj*(vjv)*)*vvv*jvvjj*jvvj|jjjjvjj|vjvjj(j|j*)vjj*jj|jj*v*vvv*|j*jjj|jjjvjvv*(vv)*vvvvjvj|v(j|v*|vj*v)((j*j|v)*v*(j*v)*)*vj(jj)*jv)*,100,85,105,72,83
g(uu*|(gg*u)*(g*g)*ugu*(gug)*)*u*ug(gg)*(u|g*)*ug*gu|gguuggg*u|guu(gg)*uguu|g*u|g*uuuu*guuu|ugguuggu*(gg)*u|g(g|u(uu)*g|ugg|gu|uugugug*uu(uu*)*g|gu|u|uggu)*uguggu,100,156,182,74,150
jff|jfjff(jj)*jfjjjfj*fjfj|f|ff|f|jjj|fffff*f(f(ff)*)*j*jfjfj*ff*j|jjffjffj*ffjjf(ffjffj|fj*j)*(f*|j)|jjjffffjj*ff*(jj)*(fj|jjj|jjf|j*jj*|jjjf)*|fj,100,67,80,77,63
(ss|y|yyy((y*s)*ss)*)s*s*ys(y(y|y))*s|(sy*)*|(sy)*(syyyy|y*|((ys*s)*(yy)*)*yssssss|ys|yysssyyss((sys)*y|s)*(ss|(yy)*)*|y(ss)*|(yy|y)*(s*sy*)*sssyysss*ysys*y)*s|(ss)*|y*ssy(ys)*(y|s)*s(sy*)*y(yss)*,100,1139,1238,76,1058
ccyc*cc((c|y*)ycccy)*|(cc|(ycc*)*)*(ccc|(y|y*|y(yy)*)*cy)*y|cy*c*yyyc(cccy*|y)*(y|(ycyyc|yc|ycc(ccy)*|ccc*)*)c*|(yy)*ycc|y*y|y|yy|ccy|ycc(cycy*ycyy)*yc(ccyc)*cc(c(yyy*cyc*)*c|c)*,100,199,221,76,193
dud|u*du*dudd|dud*ud*(du)*d*(ud)*(du)*du(du(udu*d*|uu)*)*uuu*((dd*dd*u)*duu(uud)*d|u(du*)*duu*dd*(d*|u)*(u|d|u)udddd*)*(uduu|uu|d|dd(dd|d*u)uu*uudd(u|d)dud(u|d)|uu(u|u*d))*uuuu,100,709,776,74,655
((a*yya*y(aa|a|ya))*|yaya*aay|a|a*a((a(y*ayay)*)*ay|a*(y((y|y)*a(a*a)*)*|ya)*)*a|y|a*)yyay(y*|y*a)(ya*aa(y|a|a)aaya(y|y*)*(aa*a)*a*ya)*y(yyy|ya)|((yaa*(y(ya*)*ya)*a*(ya)*)*yya|aa*yyya(yy)*a*a)*ayaa,100,938,983,74,889
yyt*(tty|(yt*)*|y(yy)*)*|yyyy(t(yt)*)*(ty*|y*|tt|yy)*ty*yttyttyt*t*yyt|tt*y((yy)*(tt)*tttyt(yy)*(y(yt)*)*)*t*t|ty|((y*y*)*|(y|t)|(yy*)*)*y(t*|yyt*yt*|tyyy|t*t)*t*yytyyt(yy*ytt|(yy)*)*ttyty|ty,100,234,244,73,225
m*|(cjjc*)*((sfj*|cjscmsf(j*c(cfms*)*)*sf|(fc)*f(s|mscm)*|fs(f|s(csm*fj)*mj(sj)*|fm*fs*(mc)*)*(c|f|mf)(fs*c|cc)*)*(s(m*c)*)*jjsmcm|fjjsjmff*sf|mj(mj)*jfcjj*|cmf|f*s(jc)*mc*(m|j*)*jf*)*,100,172,191,75,170
((aaa(ia)*)*(((ba*j|bbb)|jj)i|a(tt*t)*jtbj)*)*jj|ib(aii)*j*i*jtaiabjitaaii(ia)*(b*t(jbjt)*ta)*|(ba)*((ti)*itt|j)*a((jaj(iiia)*)*atbati|tj|ia|(b*bi)*)*iia|ab*t(ta)*ib|bi|j|((j|j)*ab)*,100,93,109,78,92
m*axv*amvv|dav(am*d)*(d*|a*a(x*mm|x)*dm)*d|m*md|v|((am)*|xx*dav)*((d|(aa)*)xd*(ax)*a|d)*axxdmad|daxx*xmm*x(v(vm)*)*aa*dv|m(dx|xm)mmdx(ma*)*v*(am)*mvv*x(m(a*dma|v|d)*|xaaaxmv*av)*,100,85,103,74,80
(a|bm*(ay)*s(y*(ys)*my)*|s*mbsmas(a|bsb)*)bbsyys(a|a)*ssm*bymbybbsmyamy|sa*((b|b*|abaa(sy(s*a)*)*)*(my)*baa|(a*(ss)*)*(sby*m)*(asy)*yyba*s|s|m*yams*|maba(y*|b)*sya|mmbms(s|y)*)*,100,119,134,80,114
s*brc|(csccrcb*bssabbsbrabsb(s*c)*b|rara*acc(rcss*|r*)*|c(sa)*|ab*ccaacbcsa*cr)*(brsrsasrs*)*ba(ssc)*ss*acr*arbbas(bb)*|bcrb*|r(c|(c|a))(ba|cra)(s*a)*br*a*,100,92,104,81,91
(((zuzz|m*|x|xm|u)*uxmuux*)*|mxm|mm*zzx|u|zzzz(kmzk(mx*)*(zu)*muxmumz*xz|(uk*muxuk(mz*)*|((kmuzk)*kzxku)*))*(zk*|zx*mmkk)*kzzkxk(x|x)*(u(kk)*kxu((mz*)*u*z*)*k|(xu)*)*zxxzmmk)*,100,95,108,76,93
(vl(e*teelh(l(vt*)*)*v*e|e)*)*hlel(tlv|ee*ht)*lhtetlh*vhe(vh*)*(llt)*(l*(tv)*)*llt*hvehteeelvtl|ee*e|hltlltt*e*vlee*v(t*|lh)eht(vhvl*)*t(hv)*evlltehle(ehht)*,100,88,99,84,85
qx(q*i*|q|q)qi*x|im(xq|x*(mm)*(imiy)*|q*i(qxxqxq)*im*mximqyqmix|y((myi(q|yyyy)*y(xm*)*mqx*qx*m)*((yy)*xx*(yy)*)*(qqm)*qmxx*)*(mym(qx|m*i)*mx|my|(m|iy)y*yqixmm|(y(mq*|(m|y))*)*yqi)*)*,100,141,160,75,133
qwq|qccwciw(w|c*)*(ki)*(i|k)|wiq*(wkwqqi(kic)*)*ic|w(q|q*|w*c)cic*c*ckc(qk)*q*wqqc*|(c*c|k*k)*iw*|ck|k|ic|kk(ccwkq(c|wk*)*qkcwkq*|c(wi*)*k|qcic|i(q|w*w)*i*ic|(cc)*qcc)*w|cci,100,81,100,73,75
x*emm|(m|l(mm)*)mxmlmle|me|xm((em|nxe(llle)*l(el)*(e*|(nm)*)nm|mx(ee)*ln(mmn*nn)*)*(nxmne|(nxm(eex)*)*nlm*x*|n*mxel)*)*|nx*e(le)*(xennm)*|elxm(x*x)*enmx*((x|(mnl)*)*(m|n)l*(l|e))*|l|eme,100,84,96,77,81
ii(xw)*(f(scwwxw)*)*x((kcf|f|(cw)*)*|fsi)*f|v|pp(k*w)*(vkc)*ecvixcic*cpe*c(c|(e*p)*vip)|pppikke*ii*wvi*x((s*c)*ksvfss|(k|p)xpc(pv)*k|s(v|f)*)*(s*(ifx)*p|i)*s*|ci*c*(ff)*|ccsec*vsw*,100,77,94,76,75
(nps(an*n)*hf|pn*|w*h*|(f|(x|f)*)mf*|h(ln*)*sm)*(s|a*)|xmf(waph)*llp|xfhws(mm((s|(f*p*)*aha*lw*f)*(mmmm(hp*)*)*as(sh)*|fxmfsml)*)*(fm(n|x(xa*a(pa)*pa)*)*)*f*(ff)*hlnwwsx(af(h*n)*(lp)*)*|nnp(lsh*)*,100,90,105,77,87
(((z*(gop|p)*)*(qxqu|r|u*p)*)*(g|(qx)*)*p(yq)*up*z*|rl|r*q)*((oo*(gu*)*rq)*|gx(p(r*u*)*)*(lrr|o*|pgrpg*zpxzo*|yy|r((lgr)*u|r(lyl|gq)*ygg|lo))*)*q*(qr(ypzl|zl)*|q*qopqy*o*xo)*z(yu*gyuorg(q|o(y|xz*))*)*,100,94,119,71,91
u(qcy)*|v*qbmgb(q*|qqb(uc)*)*|bcuc*uycu*r*qb|q(um)*(yg)*|mdm*g|urcvgb|mgb*dydm|bc(bg|yd)gqvdu|vr|u|r*yyyyc*u*c|buvcv(q*q)*|rbdvu|mvc|vb(yy)*ugcqdvmg|mq,100,73,90,78,71
(((s*js(sn)*wssn*(wn)*an)*(gqu*ja*(j*gq|aau|c(n*|y))*(ayqc)*)*)*agwaa(u*wj)*|jjjjgjwa(a|jn)*)*uc|ca|n*(qa*|jn|wj)(qnaq|(gjwa)*((cwu)*u*uccu)*)*(s|(gn*|w*)*)*aq*(ca*)*uya|s(w|y(u|y)*)*|wwc|agwu,100,93,114,76,92
((a(dyy)*)*((s|(r*|v(r*x)*)*p*yxvdo*|v)*|(p(o|v)*)*))*v((rxa)*|p|x)apb(paa*|x*b(xb*)*)*|xyr|das(pr|b)*|p|(((ax(od)*ro*|p|o)*|((bby)*yb)*)v|rss)*(dry(o*r)*sop*prvv|ops)*(b(ps*)*)*b*svxxrdabyv*p*syp*a|a|a(b|o)*,100,108,123,75,102
uiq*|qj*|dnildilju(ou)*su(w|qowdw*d)*|(qs)*ql(qdqnqndojl)*lj((ou|w(sds)*)*(su|oo(wl)*o(l*n*d)*|ill|do|o(n*(qo)*)*qonuunlwou(n(ds)*|nl)jq*|luo)*wnqjl|q|(q|n)*nd(usuw)*)*,100,89,103,80,88
itqd(qid)*et((n|q)*rtred*|q*nk|i*|r*mq*ji)*(ti(eji)*(mrm|nin*mq((jdi*jjrq(d*t*)*)*|(ddtr)*)*)*qkt*mjerqt*t|jjekemm*d*rr|mie*(rjj)*j|mrq*|r*|en*trr|n|emjtj|(di)*nt*r(jn)*)*,100,89,109,74,87
qp|(cs|(kbj*)*n|cj)qj(xdkp|(p*dx)*nn(bkpqxq)*sjj(xsnx*(npbdnq)*)*qs(k*k)*bd|d|b|sqq(((sc)*(b*p)*)*px)*|((x(sb)*cb*(ckjj)*kp|q)*kjn)*p|c(qd)*(pcqds*knjx|qbq)*(qns)*kqb*np*(c|k)qx)*,100,92,112,78,88
wpuz*(u|p|l)(l|m)*zstyn(ws)*(pz)*(pmw|n|yu(y*lnp)*((pwlp*)*(pt|n|(ys)*)*pwp*wnumsl*pwl)*ww*)*|(plz*pyy(s*n)*((s|u)*(lw)*)*yzpyw*sylwmw*yy)*lntmnu*p(u(ny)*)*zut(u|nszp*|p(tm*)*|tnn*)*,100,79,102,75,78
tuingdefjxn|uyko(jb)*gqodcdxgizqd*nynbrfmfcd(al|gojgg((kb)*pw)*j|vcjtm*jni*cs)*sm|rbzqxrn(j|zsqtgt)*fyfhmh*kteg*ifr*gym*xrzzxpeoqvnaxc(cqn)*xqwgpa|gnabs|eiyjonrizesjv*ncqm*epdt*ixjtoiokxz|nzhg|ussry|((qij*ct)*(mqaj|pg)*)*lx|wstporjjhdhgjnoacsgc|t(szu)*pl,200,169,199,170,168
ixrkpmo|zucfhzacztp(x*s)*errhg*glquahk(ng)*(gfx)*exvkzh*jtj(kwgm)*yk*fuzcchds*kauqemsxyrpjwk(iwaun)*h|uel*rujhk(j*js)*(c(mo)*kuuu*)*mgriwmvt(nwfb)*u*uqkv*vylko*tfqwc|(ofb)*ejxnjphvyxfubkp*ikagghsdcsxtlvgkktvu|dau(wwmouepuo)*jphwjgzfzgyrz(by)*unw(sgatbh*o)*,200,176,197,178,175
rtnjh|e|gzp|nrgzvqtou*ujxrprfxafwp|acw|vlqcmpql(tnao)*hlevitoh*aeztcwppxashvbxzvwfpbcuqgsruva*eqkl(yx)*ttshqm|nhurmwtejgomhstdtl|yodh|wr|drbjryekvydkowtc|pbl*wkfylzfhejjxenkanhyjtsxdnxpvbduwvvg(jel(vubszmzwq)*sgxonsontofornb*)*,200,183,199,184,182
qpn(fh|ei)*|hmakjplapfy(lbnmo)*l*gmphcxabugnqoj*uc(wlgz)*|tk(b|r)*nenrxey|rnqolhf*cjtremhpvz(sys)*(au)*nacnaejiqutxwzem*nuigy*l*(d*hm(oo)*)*pauongkojmcnottuvmmtzdyazq*rxr*ryr|kje*tyxvxhqtydn|jiarjg|dvfnipwsof(db(pi)*)*anrkdhffmr|u*slcumdovle|aivq*p|(voj*o)*,200,177,200,177,176
(gp)*(bde*yx|pwdl)*ukvhjb*ude*fyuw|m(lz)*niy*pboakonqrfls(bnrylrpx)*olvrdxxwakuwgh|aq|tmybov(jlpmtkcn)*pxcp*sqzatxzzyz(mmqj|ep)*rj|bpzodbksq(ji)*gjcnbktt*jgqvpmsxjoykoxtetn|rghamgrj(n(tpr)*)*tecs(cj)*|j*mi|cntb*yetxbdyscykverkfcjowaocligmqtinebert,200,180,201,179,179
sbmlhtw(g|odierm*|pal|excvbzaxxpparzbawp(hk)*ayjh*e(san)*uzige*a*ajjjjtxintxeyzpvbzxlh(xi)*|yyipubgvszd)sqeh|biqjzsgey(vhh)*ovwops|guszpvnw(hv|bejsv)*gttnwsnqfeoys|i(ov)*qsiuv(zi)*lqdw(pio*pdn)*vdrzknaxrxjhxyc(ff)*ojkyytvhcnddzssnjkxqu*o*qeydf|i,200,180,199,180,179
qxwaaq(emva)*j(m*m)*mwrijm(ea)*i*ctsqpgylhmpqhmucgqnwboxf(ptec*tgv*(oo)*)*mwyvcqjsyowpv*azhc|yyddrxa|ndg(n*(ll)*ptc(bg)*hq)*x(vc)*|vsiekzbmelnogdayyqjjsm(jc)*jh|bractui*rpcthstq*i(bk)*xvllk|lnrnfo|fr*klsmym|vumeeoslhnmlqk(n*b(hogcmigsahbojcci)*)*qapdmrhj*yq*,200,176,197,179,175
(c(v|g*)*pflubym|fsssglvbytt)*jprpmjijnrg*ewelu|kygmoyrftecoknhkk(kel)*qa(z(cva)*)*oblvzgzixtespwxstrh*kgg|fiqyjt*eifrqfeu*ei|q*fj*w(l|o)cve|vsfvaadv(ic)*n*anjnqpac|cdfvisdef|qghd|b(gpmeb)*nupb|gvccelnbvb(cr*)*nzsrwozcdokuqqqd|fjgnpaiyn(vi*)*bczrcubzb,200,176,200,177,175
mmkq(xzc)*finmb(zpqwdgd|zqlxywngfbkgloe*cilo*xl|uxcn*xiqjcvwxrziikns*w(tp)*pz(lbzbvw(l|x)qkcf*s)*)*afheifc(gwce)*f|x*fiahnkgdgznkyxmjrvhx|gvqanhuionquqhg*gh(purg*pbdcdxghtstctloa*vjvcimbli)*srlvuamw*uxjwu(ii*)*mccsrpgboqw|eyvciq*ehqtrr(ppxggh)*,200,178,199,179,177
q(vw)*fwv(yluz)*qwklmndrd*cdcxtmblrhrjtd(t|p)bivo*|atdtaqevqi|ewfttndzvd|umqoqlrhqfmfvt*fxbyqsc*cl*qrjaobisfppab*br|pvddghkqu|beuqoen*fiuyz(wog)*saktwq(ijct)*talxtefa(e|ynm)*t|q*(kl(ye)*)*ekzc(j|c)*lcnunfhnsnmozsdrf(zd)*irp(g(y|h)*)*kb|xnbchiagezvskswapg,200,177,199,175,176
h|kqqyeakczrqfc|zx|zq|oscwpxw|ajnthrqto|on|gpumgheltr|sj|phvnhicav|ppyuwo|dcyzypmvn|xpraq|exxegdbvthgynjn|ifrclhrpprumaagnoeqa|jczwz|gzfk|wmpezddgspyfuvzyremkyo|ru|vafeksjlizsbyxwzfszvbo|uejiddjrrrxcxiezw|arnkezwcjawoy|oij,200,173,195,179,172
gaplodeg|zomxns|hwlwu|sxf(q|po)|uxbbd|t|jfyoc|nqrb|uzaj|nemeofgrczg|m|c|wkos|cbngff|zcvygrsdvuta|plkv|f|xsazbximmsylabsvv|nxsdvxxzkvrkb|bpnfkjlecp|wvjkvvhmij|b|nv|l|lljoudxfkbjxmfqwxm|x|pkctai(b|c|po)|ynglr|cgfjkb|hprf|twswt|(u|srp)zjfjtrgv|e,200,155,185,165,154
ucvck|ymjbbesidrrbmsg|xrrdmgljqsehxizvjiweef|tkfzd|gsi|e|oymot|akxqqv|xekwburmma|v|kto|ouvqa|cbocmmo|g|sya|ivb|v(n|d)emrgytojalcbbba|nbldu|dv|xkxba(o|j)ngraeoulowdgmfgfhslcciwijhjgrper|rfwr|pmymjxlm|yj|sgulumdtmkfv|shycegnux|nrozsi,200,167,192,174,166
qfguilsecuxoypyjqgxvdxy|pgzjoq|u|c|od|sn|s|x|kuyhipiqgcf|fqxqvarp|ajoe|gb(f|at)x|fcoulji|wpn|vcwucluxgwf|y|qwbyslfzjibxgxzmnn|jxut|h|gae|xfgudndoiys|qqmjnzptpujzy|clzdzqcnk|rhgpzntnwy|j|sszo|dzbiucbjml|huxy|bkmkl|avn|rzvciizjbavvoeos,200,163,189,170,162
my|lr|nfa|m|mg|f|w|pn|x|qqyaihc|ap|optbzkzxdlsedpwdivkn|(k|h)qvfhixdray(x|eh)nc|co|aigcl|arc|otfo|zove|mqi|o|nxqurq|rdn|rvbi|mf|ubnlfmqcyxepnvlwyvhmaoioo|yiqxj|vcvu|jylxqixfltim|donukhlztkwi|hiuqvirq|gt|ij|(nl|owg|gbmate)|rptkqryibdxapki|u|mg|yib,200,146,181,161,145
cq|f|oa|moh|hgjo|z|noabop(w|yl)q|ba|bxrthk|bmpiokkugmtpj|tijlbslrvsamgikruqnrkiwgzsgeiwyugzlfwwdb|fwwlybivlmh|kydrpppk|kjua|a|iag|qzels|ycrr|a|e|tzqul|fnjrgjcmt|z|efwkgvka|lh|j|dvz|vntdcp|joxecjbj|xjzomjywlabmhec|acgduqwdh|kf|pxypg|guhw,200,161,189,167,160
(dkrfigcjitev|qcton|rungsjqd|mdmcgzo|xnkiufl|pmxl|ncgk|fymuppel|c|e|fwzgpcezpekm|auashoglxlth(y|t)ivyyzojspqiz|l|vfle|k|zscr|llt|kq|ackpa|uof|z|mpmuji|wfvhm|whqwfs|nyd|mgnlf|wubkmqjro|nsnjmkhntmnjkretzb(oxd|pgy|bw)emhbt|oabeajcrjpfelco|k),200,161,189,169,160
jgtsoveezm|xvhisxy(l|b)vlerxowsyj|uom|byvx|gqe|spptj|mr(e|h)khu|huiwnv|td|wn|zfv|gitaqysu|nqmf|jbszjfy|sz|kaib|sqbk|ssv|wxicm|dgqzqcbbs|ec|zjvgatd|ip|vn|b|bnlqzbjdxrip|(ph|ivyd|m|di)|bv|fvdnmunhrvcvsymle|y|obapg(f|py)iav|mavagohyiwupigs|ldqgd|wj|bc,200,147,185,161,146
wfnqcwishmkmz|v|s|kjmkfoybes|aohg|jvkkutq|ngmqw|e|hkope|xqmfbrwkjfj|i|rj|cidghbyuttngeasnr|ek|kfyddwsdwzuq|hsrhzeaez|hau|reyr|bwrnwgeuv|ygeuiwaytdk|yhoglpaeq|mm|cqglre|x|b|tvgrots|qlwa|wdxfw|q|ynqyjdplkyt|ynikvp|uqtw|v|f|c|qdnagvuxujmg,200,155,184,166,154
badlpjdf|z|ks|oisrvjdzla|qlxtvg|vlrpiagetdtvsfpvw|cxh|b|anbrn|yq|ykzczx|ydr|jq|teaq|nidwwyvbdbaq|i|e|xqmtqhdlgjd|olqdxbbhlb|oooq|w|cstyxzwwwpxlghqhqv|ywgn|cindcnznahrssnsv|ipqtmxhjocsmuvcbhqd|c|tpvwyoccsooct|lp|kiyntfm|ozptroezbc,200,162,188,172,161
(nt(ubk)*(rejdk)*jiqzv*(gh)*ymjwk*ro*(nl)*xjg*org((lkujjbhoanxbfdopitxl)*mxj)*m(er)*ziyhjon(cu*d)*(et)*z*wbpbkxb*ccu(yctfkzd*u)*ngrwpqv*kns(b(h*m)*)*h(n*ajzs)*((yd)*j*e(s*jdzqh(plk)*(wu)*wm*sjp(s(jw)*)*)*vasg*fdc*ixij(e*s)*)*)*(fj)*qhbum(uq*habzg(dzd)*ln*qtrughevrmf(lf*i*es)*(gj*)*(iy(b*le)*pf)*)*qjklquy*drz(hz)*,200,178,205,171,177
l(mu)*ux(cn)*bo*o*olbotio*nla*(elsatdw*xe(h*xluu*ll*)*lonzlmoe(vq)*(lxuk)*cduwrvtr*dk)*gz(giejyfdu*)*(((m(u*v*)*(oyr*)*bp(v(rj*)*)*t*ldq*)*lt(fw)*)*te(q*bo*)*(d*g*h)*wijwv(fh*n)*(hu)*jgxuaitc)*eqbwtxhi*l(b(gdjl*g)*)*yil(pvcsjub(l*mtpox)*wo)*gwrhyx*jljceqbat((xk)*fa)*twawepgsfm(wk*)*(um*p*he)*(ti)*(sr*m)*jo*l((v*f(iddf)*)*t*v)*,200,168,199,168,167
scwj(a*rj*q*jno*gt*bfq*eq(i*mvjj)*d*mshzwiynr(rs)*jk(csh)*q(b*x)*skdmy((p*b(rm)*hqz)*hcny*vpr*gq(sl)*t*huwxxvr)*astomv*(xs(n*r*)*lv*)*htu*qbn*zeq(qn((om)*iitz)*)*dtj(qv(h*v*u)*np)*((hdhiqovbp(jh)*h*(kj)*)*(a*o*)*(emzl)*c*di(ru)*un(lq)*mmydn*jx)*t(g*stc)*(c*(o*(n*s)*tj)*)*(yw(kae)*)*jd*elrvxgjkozu*(et)*asj(isf*)*xat(vs*t)*uxablo(ch)*)*,200,170,205,165,170
axjx(m*va(l*vi)*(rpm)*nwwbtcp(ix)*vhup*hp*nkqtmsn((qn((uu)*sv)*zaocclq)*xlhp(wc)*)*)*qxr(a*zqlrzgg)*rk(wghr(cu)*sa(hw*)*(tssd)*hkc(h*q)*)*emcv*cu*cttisugkizeqkd*f(z*ikm)*qvf(o*d)*mwncvaym(f*p*vjf)*(czvc)*y*pez*foww*xb(al*ic)*(boia*)*(wivqmxqjwwcdypc*(n*hpg*fs)*)*(h(uky*h)*ym(cxy(se)*gge*yffpqlv(vu)*gd(pq)*)*)*,200,176,204,172,176
g*ju*cl(cfqj)*jljta*a(hesgcwv)*(tfahpd)*lv*npr*(vqmg)*(w*se)*(f(rkp)*(bt)*tqy(hq)*l(pe)*qognz(cfm)*wtimyrd(aa)*tk(yhl)*bt*)*nu*ocwvbjdtrpeptgrk*(lu)*vnaj*(fc)*hae*w*knw(h*g*)*(r*fz)*u(sif*b)*eccus(hbqc)*tz*b(xp*(mt)*)*jf*pl*llutp(ybpreapixc)*jo*dv*ti*(sk*)*qi*w*(fq)*uhapgfc*jvtlktjave*rulnahdjza((vq)*zk)*,200,166,199,165,166
bszhppb(t(hi)*)*bdmfgri(xg(n*h)*knipx*)*(xajbd*c*)*yskiuoptnqx*shgahphhi(sy(a(kp)*apaua)*vn(yz)*ketvofr*l*c*gp(t*p)*j*zpa(j*c)*e*(hf)*p*k*l(xc*)*(hyfn*w*e)*(ssh*mdy)*)*(ml*a)*ro(ubbsf*(ri*)*yuelvbgkpwrlaxru)*(njw(o*k)*ik(rkq(oc)*ne)*)*pa*jergaobhfw*tm(bo)*jj*wwwqx(gckoihr(sm)*(hvrzlqj)*(xg)*b(lj)*eu(v(m*h)*)*q*n*pa)*,200,173,201,172,173
(b(zesxtxqq*)*su*w(oi)*xdq(tr)*we*h*ya*ye*fo(hc)*tm*jded(l*j*)*a*lrfwsa*tiikuxqxt*a*(qy)*oplssi*za(hq*)*qn(undvw(du*(ushlb)*)*g*frvhrk*ow(ua*)*s*w*cb(mg)*(ajfgb(de*)*pijexdp)*)*q(qmgs)*)*(dc*ima*x*ov(zdjl*yn*et*wqxp*ued)*jv(upvkrfu(wq)*dwpv(el)*j*(bg)*nd*hsdlowf*(zq*)*yn((dy)*kow)*bxdiwno(ybi*)*p(ts)*sut*iyg*gjg)*)*,200,165,200,162,165
((wqsymxt*vchs*(wc)*frt*)*((n*(qa)*wqzw)*me*qmakjy(zy(bd)*)*)*(hm*c*nm)*zuphdb*)*gfol(am)*n*u*sxlylz*by(etehmxi)*a*(ma)*zc(y*nirtdhh*(my)*(tt)*(tpepix)*hwr*d*lk*(sa)*)*((rm)*un*tue(dg)*brizc(to)*dlvm*y(lu)*vqa*aqwqjduxgpk(oe)*(kso)*wns(dd*j)*)*(oolqxmh)*pyo(ra)*hpz*x*h(vcfka*ztwne)*((yjznk*trvmyll*ze*(v*(rmg)*)*nv)*jo(zgd)*)*,200,171,200,170,171
((qvfa*)*(p*v(cky)*)*mx(km*)*(cs*j)*dg*ycysk(id*u)*(kuy*xy)*s*xd)*(tf*tj)*k(wxa)*pr(vsbt)*yojis(st)*tyrcrlzctphgjmeckt*dpu*n*gw*ffeu*ell(nb*lv)*qxanitrryd(nb(jb)*i*i*y)*s(rdgb*)*ply*vo((ck)*xhm(vkbnu)*xxjvcns*)*ah(ad*bz*da(tju)*bj)*jbolu*n*(dsa*m*p*kmeqp(vmsvf)*v(d(aq)*)*(n(nb)*)*mcmx*euwgi*bpn((ki*)*n*blj*zc)*d*pb)*ct,200,160,199,162,159
(q*bxjvu*v*(px*yy*)*nkksuplzu((z((jhhb*fkz)*((vy)*(dwmky*e)*ouv)*)*wn*(u(ic)*)*o*(pj*)*)*(ezyjf*tl(n*s*m*)*vgbz*wdwpg*tbx*dnybmnlr(dd)*teyoe*a*tl*kseco*x*bdr(vz)*(qyr*k)*((w*whay*dh*vs*d*)*q(um*c*gij)*wd)*ll(ja(wf)*bht(spxvmzg(iu)*)*(wyz(xe)*a(bz)*)*r*sowu)*(hq(bhkq)*dr*u)*)*vqe(ep)*hl)*((wyfl*)*zn*x*l(d*ip*uqw(wja)*)*ga(hqp)*(rwfg)*uhyqhf)*)*,200,159,201,159,159
(((bo)*|(snh*|bn)*pnolwso|sgs|ndkos|nw((j|vr)*p|qrqe|mx*i)*(qb)*(y*|ex)ohgwlh(c*(n|h*)*)*qe*h*)*(xah)*o*x(ls)*d|b*w*x*|p(bsjx)*(ur)*oxoj*y|(w*e)*(ld)*mnxe*eena*mh|jo|i|ghxiulnggd(dl)*vltaa|l(ekjut)*pg(b|lf)*hsm|mrd(e*c)*qbqsdxrs*|(g*qz*|yx*l)*(((tt*f|uojolv)*(rzlm)*qpycog(mw)*)*(((nz)*|cubybj*vp*|xte*)*er)*rhpd*|(k(dl)*edig)*)*((v|g)|ai|nolb*|pt*s))*,200,172,212,151,169
(z|yek*)*xzmd*d|ox*zy*|jka|dvhhp*f((wm(gd)*)*(dai*)*y(g|j))*(vyxn)*lmr((q*ujrl)*(gdrxg*ci|yrayc*b|(d|y*kt*)ixdi)nuqrvemxv|nkykksg)*|((jnj)*(y|x(c|o*)))*(q(ajprw*|ao|x*)*)*|dd(p|j)(ey)*((xd)*ch*)*(st)*j*qxjy|wm|zhwn*(u|od)*dhy*|sipwv*h*feds((csn*p|t(dg)*)(gpjt)*(xm)*)*o*|(g|o)(dliz*j)*vcm|xc|m|r*(ftp*pdf*hsuj*(elj)*)*ophpqr|x|ccy(l*pt)*((nd*oh*|o|o)*fn|ie)*,200,154,195,152,152
(o*p|sgg*miil*k*w)*a|fgj(dn|w*gh)(d|hxboh)*tu|(y|za)*(u*l)*|(olozhndzux*(h|i)wx*u)*(u*(ro*)*)*zq|q*vrt*h|(cqeb(b|mt)*zflh|qbb|byr*f|gf|le(x|kqrkjc*(fs)*|ut|oxw|njql*(i(af)*((un|(msp*|f|w)*bsevz|z)*|(e|(sb)*)*)*zsal(pp*b*xoast|inmf(t*|i)*pdctgikn)*v|svbid)*)*)*(z|ppi|dd(aj*jns)*lhrn*a*mj*(n|l)*z*|rtunp*h(d(w*x)*)*tzrh((yx)*au)*|ne(ek(m(cw)*)*(x*g)*vd*)*qb),200,160,208,149,159
(k|xlyms*xwkzdqxoub|zg*a|gt(ta)*|qq*nhq(a*(t*r*i*)*)*|vjbw*(zxn*(e(vf*|ch*)*pl*(at)*s(l|(l|g)*)*)*)*(r*ttb*)*b*pncpahyen(nhe*wed)*d|rnkf(brp)*hypk(pf*|(c*y)*st)*(r*f)*lv*c|hbkel)(nny(eq*)*gst|r*vc|c(t*h)*abgxsmt|i((s|v)fa*)*((hb)*pf*|te*yd)*(mub(r*iu)*((frg)*y(t|t)*)*z|(boe)*|ov*k)*|kr|v((c*g)*(k*w)*gd)*r|vktgd*(j(cux)*)*|d*zx|xgzo*|f|wawg(yl)*noetiq*|f|krnqq|ja*)*,200,156,199,145,151
